Wine Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Bottle Image,One Liner Description,Vintage,Soil Type,Grape Variety,Wine Type,Price of Bottle,Long decription,Winemaking Method,Ageing,Tasting Notes,Food Pairing,Expert Ratings,Soil_Text,VariantID,AltName
Castello Monterinaldi Chianti Classico 1974,castello-monterinaldi-chianti-classico-1974,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2748416c3d1485102eb0,Thu Dec 12 2024 18:11:20 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2748416c3d1485102e29_67386df8e460f410acd7acbf_Castello%2520Monterinaldi%2520Chianti%2520Classico%25201974.png,,1974,limestone; clay,sangiovese; canaiolo,red,458,,Traditional fermentation,12–24 months in large oak casks,"Cherry, plum, leather, and hints of tobacco","Wild boar, aged cheeses, grilled vegetables",Aged well,,354723,Castello Monterinaldi Chianti Classico 1974
Castello di Meleto Chianti Classico 1974,castello-di-meleto-chianti-classico-1974,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274866dff41158440685,Thu Dec 12 2024 18:11:20 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274866dff411584405ea_67386df970c197f9a507cb2d_Castello%2520di%2520Meleto%2520Chianti%2520Classico%25201974.png,,1974,galestro; clay-limestone,sangiovese; canaiolo,red,458,,Traditional fermentation,12–24 months in large oak casks,"Red fruits, earthy tones, spice, dried flowers","Pasta with tomato sauce, roasted meats",Historic vintage,,354721,Castello di Meleto Chianti Classico 1974
Champagne Egly-Ouriet Les Premices Brut NV,champagne-egly-ouriet-les-premices-brut-nv,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2747f9e406bf85e280da,Thu Dec 12 2024 18:11:19 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2747f9e406bf85e28099_67386df8d746e88bae847b1e_Champagne%2520Egly%2520Ouriet%2520Les%2520Premices%2520Brut%2520NV.png,,NV blend,chalk; clay; limestone,pinot-noir; chardonnay; pinot-meunier,sparkling,498,,Partial barrel fermentation,36+ months on lees,"Citrus, brioche, minerality, subtle creaminess","Shellfish, caviar, soft cheeses",92–94 (Wine Advocate; Vinous),,354725,Champagne Egly-Ouriet Les Premices Brut NV
"Champagne Laurent Lequart Blanc de Blancs, Brut",champagne-laurent-lequart-blanc-de-blancs-brut,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2748b4df5b835ffb8799,Thu Dec 12 2024 18:11:20 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2747b4df5b835ffb8769_67320836e6bbdfedfb6b0e78_Champagne%2520Laurent%2520Lequart%2520Blanc%2520de%2520Blancs%252C%2520Brut.png,,NV blend,chalk,chardonnay,sparkling; white,478,,Stainless steel fermentation,36 months on lees,"Green apple, pear, floral notes, hints of almond","Oysters, goat cheese, white fish",90–92 (Wine Enthusiast),,354727,"Champagne Laurent Lequart Blanc de Blancs, Brut"
"Champagne Laurent Lequart Blanc de Noirs, Brut Nature",champagne-laurent-lequart-blanc-de-noirs-brut-nature,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2748a8d3c8473c014a92,Thu Dec 12 2024 18:11:20 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2748a8d3c8473c014a2f_6732083c0534c63071d34375_Champagne%2520Laurent%2520Lequart%2520Blanc%2520de%2520Noirs%252C%2520Brut%2520Nature.png,,NV blend,chalk; clay,pinot-noir,sparkling; red,478,,Stainless steel fermentation,24–36 months on lees,"Red berries, plum, brioche, vibrant acidity","Duck, charcuterie, roasted poultry",91+ (Wine Spectator),,354729,"Champagne Laurent Lequart Blanc de Noirs, Brut Nature"
Champagne Laurent Lequart Le Coteau de Lolo,champagne-laurent-lequart-le-coteau-de-lolo,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27492744787d25b7d1da,Thu Dec 12 2024 18:11:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27492744787d25b7d130_6734620346935dda2b9145bc_Champagne%2520Laurent%2520Lequart%2520Le%2520Coteau%2520de%2520Lolo.png,,NV blend,sand; chalk,pinot-meunier,sparkling; red,478,,"Wild yeast fermentation, oak aging",24+ months on lees,"Stone fruits, toast, honeyed nuts, saline finish","Lobster, creamy pasta, mushroom dishes",93–95 (Vinous; Decanter),,354731,Champagne Laurent Lequart Le Coteau de Lolo
"Champagne Laurent Lequart Reserve, Extra Brut",champagne-laurent-lequart-reserve-extra-brut,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274a5577966c5986a506,Thu Dec 12 2024 18:11:22 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2748b99c0cc95dccf41e_67320838ac101628a1f7a490_Champagne%2520Laurent%2520Lequart%2520Reserve%252C%2520Extra%2520Brut.png,,NV blend,chalk; limestone,pinot-meunier; chardonnay,sparkling,328,,Partial oak fermentation,30+ months on lees,"Citrus, stone fruit, toasted hazelnuts, vibrant minerality","Grilled seafood, risotto, mild cheeses",92–93 (Wine Enthusiast),,354733,"Champagne Laurent Lequart Reserve, Extra Brut"
"Champagne Laurent Lequart Reserve, Extra Brut, Magnum",champagne-laurent-lequart-reserve-extra-brut-magnum,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2749b99c0cc95dccf4a9,Thu Dec 12 2024 18:11:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2748b99c0cc95dccf41e_67320838ac101628a1f7a490_Champagne%2520Laurent%2520Lequart%2520Reserve%252C%2520Extra%2520Brut.png,,NV blend,chalk; limestone,pinot-meunier; chardonnay,sparkling,680,,Partial oak fermentation,36+ months on lees,Similar to standard Reserve but more nuanced and complex,"Sushi, roasted chicken, creamy cheese",94 (Magnum scores higher),,354735,"Champagne Laurent Lequart Reserve, Extra Brut, Magnum"
"Champagne Laurent Lequart Rose Blanche d'Andésyne, Extra Brut",champagne-laurent-lequart-rose-blanche-dandesyne-extra-brut,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2749061aeb5c8775c06b,Thu Dec 12 2024 18:11:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2749061aeb5c8775c013_6732083a1637a87ca7b4387f_Champagne%2520Laurent%2520Lequart%2520Rose%2520Blanche%2520d_Ande%25CC%2581syne%252C%2520Extra%2520Brut.png,,NV blend,chalk; sand,pinot-meunier; chardonnay,sparkling,478,,Maceration for rosé color,24–36 months on lees,"Red currant, wild strawberries, floral and citrus notes","Salmon, duck confit, berry desserts",91–92 (Wine Advocate),,354737,"Champagne Laurent Lequart Rose Blanche d'Andesyne, Extra Brut"
"Champagne Laurent Lequart Vintage 2015, Brut",champagne-laurent-lequart-vintage-2015-brut,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274a6391c7c3e243658c,Thu Dec 12 2024 18:11:22 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274a6391c7c3e24364ef_67320838c9a45c79ba313417_Champagne%2520Laurent%2520Lequart%2520Vintage%25202015%252C%2520Brut.png,,2015,chalk; limestone,pinot-meunier; chardonnay,sparkling,770,,Barrel and stainless steel mix,60 months on lees,"Rich brioche, orchard fruit, toasted almonds, long finish","Truffle dishes, foie gras, aged cheeses",95–96 (Wine Spectator),,354739,"Champagne Laurent Lequart Vintage 2015, Brut"
"Chanson Père et Fils, La Dominode Savigny-les-Beaune 1er Cru 2014",chanson-pere-et-fils-la-dominode-savigny-les-beaune-1er-cru-2014,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274fc466249d939260a1,Thu Dec 12 2024 18:11:27 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274ec466249d93925fe3_6732083bba95d91b9196659a_Chanson%2520Pere%2520et%2520Fils%252C%2520La%2520Dominode%2520Savigny-%2520les-Beaune%25201er%2520Cru%25202014.png,,2014,clay-limestone,pinot-noir,red,450,,Traditional fermentation,14–16 months in French oak barrels,"Dark cherry, black currant, earth, spice, silky tannins","Duck, lamb, mushroom dishes",92–94 (Wine Advocate),,354741,"Chanson Pere et Fils, La Dominode Savigny-les-Beaune 1er Cru 2014"
Chapuis & Chapuis Aloxe Corton 1er Cru Rouge 2022,chapuis-chapuis-aloxe-corton-1er-cru-rouge-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274a8cf711197707f825,Thu Dec 12 2024 18:11:22 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274a8cf711197707f7be_673208370ebf7cf7dfd77b5b_Chapuis%2520%2526%2520Chapuis%2520Aloxe%2520Corton%25201er%2520Cru%2520Rouge%25202022.png,,2022,clay-limestone,pinot-noir,red,778,,Natural fermentation,12–15 months in French oak,"Raspberry, plum, herbal notes, mineral finish","Grilled meats, charcuterie, aged cheeses",91+ (Decanter),,354743,Chapuis & Chapuis Aloxe Corton 1er Cru Rouge 2022
Chapuis & Chapuis Rully Blanc 2022,chapuis-chapuis-rully-blanc-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274b6391c7c3e2436621,Thu Dec 12 2024 18:11:23 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274b6391c7c3e24365e6_6732083bb75bbb32981cf745_Chapuis%2520%2526%2520Chapuis%2520Rully%2520Blanc%25202022.png,,2022,marl; limestone,chardonnay,white,448,,Stainless steel and neutral oak,10–12 months in barrel,"Lemon, white peach, almond, subtle oak","Seafood, creamy pasta, soft cheeses",90–92 (Wine Spectator),,354745,Chapuis & Chapuis Rully Blanc 2022
Charles de Cazanove Blanc de Noir Brut Champagne (Christmas Edition 2023),charles-de-cazanove-blanc-de-noir-brut-champagne-christmas-edition-2023,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274b061aeb5c8775c12f,Thu Dec 12 2024 18:11:23 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274b061aeb5c8775c112_67386df8d6914ae792b6edc2_Charles%2520de%2520Cazanove%2520Vintage%25202016.png,,NV Blend,chalk; clay-limestone,pinot-noir; pinot-meunier,red,398,,Stainless steel fermentation,36 months on lees,"Red fruit, toast, light creaminess","Turkey, smoked salmon, festive desserts",91–93 (Wine Enthusiast),,354747,Charles de Cazanove Blanc de Noir Brut Champagne (Christmas Edition 2023)
Charles de Cazanove Cuvée Bio NV,charles-de-cazanove-cuvee-bio-nv,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274d391a4ea24dcd064f,Thu Dec 12 2024 18:11:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274c391a4ea24dcd0559_6734e1eb89d7394f7b76c605_Charles%2520de%2520Cazanove%2520Cuvee%2520Bio%2520NV.png,,NV Blend,chalk,chardonnay; pinot-noir,sparkling,338,,Organic-certified methods,24–36 months on lees,"Green apple, citrus, honeyed floral notes","Vegetarian dishes, white fish, goat cheese",90 (Wine Advocate),,354749,Charles de Cazanove Cuvée Bio NV
Charles de Cazanove Stradivarius 2007,charles-de-cazanove-stradivarius-2007,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274c3bc5e1bb8bb1d277,Thu Dec 12 2024 18:11:24 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274c3bc5e1bb8bb1d24a_673462cd60193e1e64a7fbb7_Charles%2520de%2520Cazanove%2520Stradivarius%25202007.png,,2007,chalk; clay,chardonnay; pinot-noir,sparkling,498,,Barrel fermentation for complexity,60+ months on lees,"Baked apple, brioche, hazelnuts, honeyed finish","Lobster, foie gras, aged cheeses",94–95 (Wine Spectator),,354751,Charles de Cazanove Stradivarius 2007
Charles de Cazanove Stradivarius Gold Brut Champagne 2009,charles-de-cazanove-stradivarius-gold-brut-champagne-2009,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274c5a35573310d28fc8,Thu Dec 12 2024 18:11:24 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274c5a35573310d28fae_6732083c977517353b70ab22_Charles%2520de%2520Cazanove%2520Stradivarius%2520Gold%2520Brut%2520Champagne%25202009.png,,2009,chalk,chardonnay; pinot-noir,sparkling,678,,"Barrel aging, extended lees contact",72+ months on lees,"Candied citrus, white flowers, toast, long creamy texture","Truffle dishes, roasted poultry, caviar",95+ (Decanter),,354753,Charles de Cazanove Stradivarius Gold Brut Champagne 2009
Charles de Cazanove Vintage 2016,charles-de-cazanove-vintage-2016,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274dcaeaffec3895d3b1,Thu Dec 12 2024 18:11:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274b061aeb5c8775c112_67386df8d6914ae792b6edc2_Charles%2520de%2520Cazanove%2520Vintage%25202016.png,,2016,limestone; chalk,chardonnay; pinot-noir,sparkling,398,,Traditional fermentation,60 months on lees,"Citrus zest, orchard fruit, almond, refreshing minerality","Grilled seafood, chicken, creamy cheeses",92–94 (Wine Advocate),,354755,Charles de Cazanove Vintage 2016
Château Brane-Cantenac 1999,chateau-brane-cantenac-1999,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274c5f874ed2f9e4ddcc,Thu Dec 12 2024 18:11:24 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274c5f874ed2f9e4ddb4_67385ad112ab66f45bc30e78_Chateau%2520Brane-Cantenac%25201999.png,,"1999, 2000, 2005",gravel; clay,cabernet-sauvignon; merlot,red,898,,Traditional vinification,18 months in French oak barrels,"Blackcurrant, cedar, tobacco, silky tannins","Roasted meats, game, mushroom dishes",91 (Wine Advocate),,354757,Chateau Brane-Cantenac 1999
Château Canon la Gaffelière 1976,chateau-canon-la-gaffeliere-1976,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274d1432392beb002b79,Thu Dec 12 2024 18:11:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274d1432392beb002b65_67346169338c6d9ea239eda3_Chateau%2520Canon%2520la%2520Gaffeliere%25201976.png,,"1975, 1976, 1982",limestone; clay,merlot; cabernet-franc,red,928,,Traditional Saint-Émilion methods,18 months in French oak barrels,"Aged notes of leather, dried herbs, fig, and truffle","Duck confit, lamb, aged cheeses",88 (Vintage aging focus),,354759,Chateau Canon la Gaffeliere 1976
Château Canon la Gaffelière Saint-Émilion Grand Cru 1994,chateau-canon-la-gaffeliere-saint-emilion-grand-cru-1994,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274d2e7c71c0dd1f7fd4,Thu Dec 12 2024 18:11:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274d2e7c71c0dd1f7fb8_6734e1ebb3985100e7448d52_Chateau%2520Canon%2520la%2520Gaffeliere%2520Saint-Emilion%2520Grand%2520Cru%25201994.png,,"1994, 1996, 2000",clay-limestone,merlot; cabernet-franc,red,688,,Gentle extraction and oak ageing,16–18 months in oak barrels,"Plum, cassis, hints of mocha, velvety texture","Beef Wellington, rack of lamb, soft cheeses",91 (Wine Spectator),,354761,Chateau Canon la Gaffeliere Saint-Émilion Grand Cru 1994
Château Chérubin 2009,chateau-cherubin-2009,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274e76596dde4e5fea3b,Thu Dec 12 2024 18:11:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274d76596dde4e5fea0c_673475c01fb6c50c98b15b43_Chateau%2520Cherubin%25202015.png,,"2009, 2010, 2015",clay-limestone,merlot; cabernet-sauvignon,red,1280,,"Gentle extraction, oak maturation",12–15 months in French oak,"Ripe black fruit, vanilla, subtle spice","Grilled red meats, ratatouille, mature cheeses",89–90 (Decanter),,354763,Chateau Chérubin 2009
Château Chérubin 2011,chateau-cherubin-2011,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274ea23b08dca54ca3eb,Thu Dec 12 2024 18:11:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274d76596dde4e5fea0c_673475c01fb6c50c98b15b43_Chateau%2520Cherubin%25202015.png,,"2009, 2011, 2015",clay-limestone,merlot; cabernet-franc,red,888,,Traditional vinification,12–14 months in oak barrels,"Blackberry, graphite, a touch of smoke","Herb-crusted pork, tomato-based dishes",88+ (Wine Enthusiast),,354765,Chateau Chérubin 2011
Château Chérubin 2013,chateau-cherubin-2013,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274e8dac4217f7d2486b,Thu Dec 12 2024 18:11:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:52 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274d76596dde4e5fea0c_673475c01fb6c50c98b15b43_Chateau%2520Cherubin%25202015.png,,"2010, 2013, 2014",gravel; clay,merlot; cabernet-franc,red,828,,Stainless steel and oak mix,10–12 months in oak barrels,"Red fruit, earthy undertones, slightly leaner texture","Charcuterie, grilled vegetables, goat cheese",87 (Wine Advocate),,354767,Chateau Chérubin 2013
Château Chérubin 2015,chateau-cherubin-2015,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274e5577966c5986ae75,Thu Dec 12 2024 18:11:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274d76596dde4e5fea0c_673475c01fb6c50c98b15b43_Chateau%2520Cherubin%25202015.png,,"2015, 2016, 2018",limestone; gravel,merlot; cabernet-sauvignon,red,988,,Careful temperature control,14–16 months in French oak,"Rich plum, cassis, vanilla, velvety tannins","Roast lamb, beef bourguignon, aged cheeses",91 (Wine Enthusiast),,354769,Chateau Chérubin 2015
Château Croizet-Bages 1982,chateau-croizet-bages-1982,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274e73555e4688508919,Thu Dec 12 2024 18:11:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274e73555e4688508900_67385ad20ff4a1de0cc26a60_Chateau%2520Croizet-Bages%25201982.png,,"1982, 1985, 1990",gravel; sand,cabernet-sauvignon; merlot,red,938,,Traditional vinification,18 months in French oak barrels,"Mature notes of leather, cedar, cigar box, and spice","Prime rib, wild game, truffle risotto",92 (Wine Advocate),,354771,Chateau Croizet-Bages 1982
